#,CVE ID,Versions,Functions,Exploit URLs,Components,remarks,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
457,CVE-2016-7537,,"ReadPDBImage, WritePDBImage, MagickCore",,,,125,,DoS,4/19/2017,11/16/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,MagickCore/memory.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted PDB file.
458,CVE-2016-7536,,WriteTo8BimProfile,,,,20,,DoS,4/20/2017,11/16/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,magick/profile.c in ImageMagick allows remote attackers to cause a denial of service (segmentation fault) via a crafted profile.
459,CVE-2016-7535,,"WriteImageChannels, WritePackbitsLength, PSDPackbitsEncodeImage ",,,https://bugs.launchpad.net/ubuntu/+source/imagemagick/+bug/1545180,787,,DoS,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted PSD file.
460,CVE-2016-7534,,ImportCbYCrYQuantum,,,,125,,DoS,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The generic decoder in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted file.
461,CVE-2016-7533,,ReadWPGImage ,,,,125,,DoS,4/19/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadWPGImage function in coders/wpg.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted WPG file.
462,CVE-2016-7532,,RemoveResolutionFromResourceBlock,,,,125,,DoS,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.
463,CVE-2016-7531,,WritePDBImage,,,,787,,DoS,4/19/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,MagickCore/memory.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted PDB file.
464,CVE-2016-7530,,"SetQuantumDepth, GetQuantumExtent",,,,369,,DoS,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The quantum handling code in ImageMagick allows remote attackers to cause a denial of service (divide-by-zero error or out-of-bounds write) via a crafted file.
465,CVE-2016-7529,,load_tile,,,,125,,DoS,4/19/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/xcf.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted XCF file.
466,CVE-2016-7528,,ReadVIFFImage ,,,,125,,DoS,4/19/2017,11/16/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadVIFFImage function in coders/viff.c in ImageMagick allows remote attackers to cause a denial of service (segmentation fault) via a crafted VIFF file.
467,CVE-2016-7527,,ExtractPostscript,,,,125,,DoS,4/20/2017,11/16/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/wpg.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.
468,CVE-2016-7526,,"InsertRow, ReadWPGImage",,,,787,,DoS,4/20/2017,11/16/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/wpg.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted file.
469,CVE-2016-7525,,GetPSDSize,,,,125,,DoS Overflow,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,Heap-based buffer overflow in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.
470,CVE-2016-7524,,"parse8BIM, ",,,,125,,DoS,2/6/2020,2/10/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/meta.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.
471,CVE-2016-7523,,parse8BIM ,,,https://bugs.launchpad.net/ubuntu/+source/imagemagick/+bug/1537420,125,,DoS,2/6/2020,2/10/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/meta.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.
472,CVE-2016-7522,,ReadPSDImage ,,,,125,,DoS,4/19/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadPSDImage function in MagickCore/locale.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.
473,CVE-2016-7521,,DecodePSDPixels,,,,125,,DoS Overflow,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,Heap-based buffer overflow in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.
474,CVE-2016-7520,,"WriteHDRImage, AcquireQuantumMemory",,,,125,,DoS Overflow,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,Heap-based buffer overflow in coders/hdr.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted HDR file.
475,CVE-2016-7519,,ReadRLEImage ,,,,125,,DoS,4/19/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadRLEImage function in coders/rle.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.
476,CVE-2016-7518,,ReadSUNImage ,,,,125,,DoS,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadSUNImage function in coders/sun.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted SUN file.
477,CVE-2016-7517,,EncodeImage ,,,,125,,DoS,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The EncodeImage function in coders/pict.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PICT file.
478,CVE-2016-7516,,ReadVIFFImage ,,,,125,,DoS,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadVIFFImage function in coders/viff.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted VIFF file.
479,CVE-2016-7515,,ReadRLEImage,,,,125,,DoS,4/19/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadRLEImage function in coders/rle.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via vectors related to the number of pixels.
480,CVE-2016-7514,,ReadPSDChannelPixels ,,,,125,,DoS,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadPSDChannelPixels function in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.
481,CVE-2016-7513,,ClonePixelCacheRepository,,,,189,,DoS,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,Off-by-one error in magick/cache.c in ImageMagick allows remote attackers to cause a denial of service (segmentation fault) via unspecified vectors.
482,CVE-2016-7101,before 7.0.2-10 ,ReadSGIImage,,,,125,,DoS,1/18/2017,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,The SGI coder in ImageMagick before 7.0.2-10 allows remote attackers to cause a denial of service (out-of-bounds read) via a large row value in an sgi file.
483,CVE-2016-6823,before 7.0.2-10 ,WriteBMPImage,,,,190,,DoS Overflow,1/18/2017,4/28/2021,5,None,Remote,Low,Not required,None,None,Partial,"Integer overflow in the BMP coder in ImageMagick before 7.0.2-10 allows remote attackers to cause a denial of service (crash) via crafted height and width values, which triggers an out-of-bounds write."
484,CVE-2016-6520,before 7.0.2-7 ,"ContrastStretchImage, EqualizeImage",,,,125,,Overflow,12/13/2016,4/13/2021,6.4,None,Remote,Low,Not required,Partial,None,Partial,Buffer overflow in MagickCore/enhance.c in ImageMagick before 7.0.2-7 allows remote attackers to have unspecified impact via vectors related to pixel cache morphology.
485,CVE-2016-6491,before 6.9.5-4 and 7.x before 7.0.2-6 ,Get8BIMProperty,,,,125,,DoS Overflow,12/13/2016,7/1/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Buffer overflow in the Get8BIMProperty function in MagickCore/property.c in ImageMagick before 6.9.5-4 and 7.x before 7.0.2-6 allows remote attackers to cause a denial of service (out-of-bounds read, memory leak, and crash) via a crafted image."
486,CVE-2016-5842,before 7.0.2-1,"ReadResourceLong, ReadResourceShort, ReadProfileShort, ReadProfileLong, SyncExifProfile, ReadPropertyMSBLong, ReadPropertyMSBShort, ReadPropertySignedLong, ReadPropertyUnsignedLong, ReadPropertySignedShort, ReadPropertyUnsignedShort, GetEXIFProperty, GetEXIFProperty",,,,125,,#NAME?,12/13/2016,4/28/2021,5,None,Remote,Low,Not required,Partial,None,None,"MagickCore/property.c in ImageMagick before 7.0.2-1 allows remote attackers to obtain sensitive memory information via vectors involving the q variable, which triggers an out-of-bounds read."
487,CVE-2016-5841,before 7.0.2-1,"ReadResourceLong, ReadResourceShort, ReadProfileShort, ReadProfileLong, SyncExifProfile, ReadPropertyMSBLong, ReadPropertyMSBShort, ReadPropertySignedLong, ReadPropertyUnsignedLong, ReadPropertySignedShort, ReadPropertyUnsignedShort, GetEXIFProperty, GetEXIFProperty",,,,190,,DoS Exec Code Overflow,12/13/2016,12/15/2016,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in MagickCore/profile.c in ImageMagick before 7.0.2-1 allows remote attackers to cause a denial of service (segmentation fault) or possibly execute arbitrary code via vectors involving the offset variable.
488,CVE-2016-5691,before 6.9.4-5 and 7.x before 7.0.1-7 ,ReadDCMImage,,,,20,,,12/13/2016,12/16/2016,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The DCM reader in ImageMagick before 6.9.4-5 and 7.x before 7.0.1-7 allows remote attackers to have unspecified impact by leveraging lack of validation of (1) pixel.red, (2) pixel.green, and (3) pixel.blue."
489,CVE-2016-5690,before 6.9.4-5 and 7.x before 7.0.1-7 ,ReadDCMImage ,,,,476,,,12/13/2016,12/16/2016,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The ReadDCMImage function in DCM reader in ImageMagick before 6.9.4-5 and 7.x before 7.0.1-7 allows remote attackers to have unspecified impact via vectors involving the for statement in computing the pixel scaling table.
490,CVE-2016-5689,before 6.9.4-5 and 7.x before 7.0.1-7 ,ReadDCMImage,,,,476,,,12/13/2016,12/16/2016,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The DCM reader in ImageMagick before 6.9.4-5 and 7.x before 7.0.1-7 allows remote attackers to have unspecified impact by leveraging lack of NULL pointer checks.
491,CVE-2016-5688,before 6.9.4-4 and 7.x before 7.0.1-5,"SetPixelIndex , ScaleCharToQuantum , SetPixelIndex ",,,,119,,Overflow,12/13/2016,12/16/2016,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The WPG parser in ImageMagick before 6.9.4-4 and 7.x before 7.0.1-5, when a memory limit is set, allows remote attackers to have unspecified impact via vectors related to the SetImageExtent return-value check, which trigger (1) a heap-based buffer overflow in the SetPixelIndex function or an invalid write operation in the (2) ScaleCharToQuantum or (3) SetPixelIndex functions."
492,CVE-2016-5687,before 6.9.4-3 and 7.x before 7.0.1-4,VerticalFilter ,,,,125,,,12/13/2016,12/16/2016,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The VerticalFilter function in the DDS coder in ImageMagick before 6.9.4-3 and 7.x before 7.0.1-4 allows remote attackers to have unspecified impact via a crafted DDS file, which triggers an out-of-bounds read."
493,CVE-2016-5239,before 6.9.4-0,,,,,284,,Exec Code,3/15/2017,8/4/2018,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The gnuplot delegate functionality in ImageMagick before 6.9.4-0 and GraphicsMagick allows remote attackers to execute arbitrary commands via unspecified vectors.
494,CVE-2016-5010,before 6.9.5-3 ,,,,,125,,DoS,4/20/2017,7/1/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/tiff.c in ImageMagick before 6.9.5-3 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted TIFF file.
495,CVE-2016-4564,before 6.9.4-0 and 7.x before 7.0.1-2 ,DrawImage ,,,,119,,DoS Overflow,6/4/2016,9/23/2016,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The DrawImage function in MagickCore/draw.c in ImageMagick before 6.9.4-0 and 7.x before 7.0.1-2 makes an incorrect function call in attempting to locate the next token, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted file."
496,CVE-2016-4563,before 6.9.4-0 and 7.x before 7.0.1-2,TraceStrokePolygon ,,,,119,,DoS Overflow,6/4/2016,9/23/2016,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The TraceStrokePolygon function in MagickCore/draw.c in ImageMagick before 6.9.4-0 and 7.x before 7.0.1-2 mishandles the relationship between the BezierQuantum value and certain strokes data, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted file."
497,CVE-2016-4562,before 6.9.4-0 and 7.x before 7.0.1-2,DrawDashPolygon ,,,,119,,DoS Overflow,6/4/2016,9/23/2016,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The DrawDashPolygon function in MagickCore/draw.c in ImageMagick before 6.9.4-0 and 7.x before 7.0.1-2 mishandles calculations of certain vertices integer data, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted file."
498,CVE-2016-3718,before 6.9.3-10 and 7.x before 7.0.1-1,,,,,20,,,5/5/2016,10/9/2018,4.3,None,Remote,Medium,Not required,None,Partial,None,The (1) HTTP and (2) FTP coders in ImageMagick before 6.9.3-10 and 7.x before 7.0.1-1 allow remote attackers to conduct server-side request forgery (SSRF) attacks via a crafted image.
499,CVE-2016-3717,before 6.9.3-10 and 7.x before 7.0.1-1 ,,,,,200,,#NAME?,5/5/2016,10/9/2018,7.1,None,Remote,Medium,Not required,Complete,None,None,The LABEL coder in ImageMagick before 6.9.3-10 and 7.x before 7.0.1-1 allows remote attackers to read arbitrary files via a crafted image.
500,CVE-2016-3716,,,,,,264,,,5/5/2016,10/9/2018,4.3,None,Remote,Medium,Not required,None,Partial,None,The MSL coder in ImageMagick before 6.9.3-10 and 7.x before 7.0.1-1 allows remote attackers to move arbitrary files via a crafted image.
501,CVE-2016-3715,,,,,,284,,,5/5/2016,10/9/2018,5.8,None,Remote,Medium,Not required,None,Partial,Partial,The EPHEMERAL coder in ImageMagick before 6.9.3-10 and 7.x before 7.0.1-1 allows remote attackers to delete arbitrary files via a crafted image.
502,CVE-2016-3714,,,,,,20,,Exec Code,5/5/2016,4/15/2019,10,None,Remote,Low,Not required,Complete,Complete,Complete,"The (1) EPHEMERAL, (2) HTTPS, (3) MVG, (4) MSL, (5) TEXT, (6) SHOW, (7) WIN, and (8) PLT coders in ImageMagick before 6.9.3-10 and 7.x before 7.0.1-1 allow remote attackers to execute arbitrary code via shell metacharacters in a crafted image, aka ""ImageTragick."""
503,CVE-2015-8959,before 6.9.0-4 ,"SkipDXTMipmaps, SkipRGBMipmaps",,,,399,,DoS,4/20/2017,11/16/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,coders/dds.c in ImageMagick before 6.9.0-4 Beta allows remote attackers to cause a denial of service (CPU consumption) via a crafted DDS file.
504,CVE-2015-8958,before 6.9.0-4,ReadSUNImage,,,,125,,DoS,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/sun.c in ImageMagick before 6.9.0-4 Beta allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted SUN file.
505,CVE-2015-8957,before 6.9.0-4,ReadSUNImage,,,,119,,DoS Overflow,4/20/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,Buffer overflow in ImageMagick before 6.9.0-4 Beta allows remote attackers to cause a denial of service (application crash) via a crafted SUN file.
506,CVE-2015-8903,6.x before 6.9.0-5,ReadVICARImage ,,,,835,,DoS,2/27/2017,7/31/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadVICARImage function in coders/vicar.c in ImageMagick 6.x before 6.9.0-5 Beta allows remote attackers to cause a denial of service (infinite loop) via a crafted VICAR file.
507,CVE-2015-8902,6.x before 6.9.0-5,ReadBlobByte ,,,,835,,DoS,2/27/2017,7/31/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadBlobByte function in coders/pdb.c in ImageMagick 6.x before 6.9.0-5 Beta allows remote attackers to cause a denial of service (infinite loop) via a crafted PDB file.
508,CVE-2015-8901,,,,,,835,,DoS,2/27/2017,7/31/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 6.x before 6.9.0-5 Beta allows remote attackers to cause a denial of service (infinite loop) via a crafted MIFF file.
509,CVE-2015-8900,6.x and 7.x ,ReadHDRImage ,,,,835,,DoS,2/27/2017,7/31/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadHDRImage function in coders/hdr.c in ImageMagick 6.x and 7.x allows remote attackers to cause a denial of service (infinite loop) via a crafted HDR file.
510,CVE-2015-8898,before 6.9.2-4 ,WriteImages ,,,,476,,DoS,3/15/2017,5/18/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,The WriteImages function in magick/constitute.c in ImageMagick before 6.9.2-4 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted image file.
511,CVE-2015-8897,before 6.9.2-4 ,SpliceImage ,,,,125,,DoS,3/15/2017,5/18/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,The SpliceImage function in MagickCore/transform.c in ImageMagick before 6.9.2-4 allows remote attackers to cause a denial of service (application crash) via a crafted png file.
512,CVE-2015-8896,before 7.0.5-0 ,"AcquireVirtualMemory, RelinquishVirtualMemory, GetMagickDelegates, ReadICONImage, AutoResizeImage, WritePICTImage",,,,,,DoS,3/15/2017,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer truncation issue in coders/pict.c in ImageMagick before 7.0.5-0 allows remote attackers to cause a denial of service (application crash) via a crafted .pict file.
513,CVE-2015-8895,,"AcquireVirtualMemory, RelinquishVirtualMemory, GetMagickDelegates, ReadICONImage, AutoResizeImage, WritePICTImage",,,,190,,DoS Overflow,3/15/2017,5/18/2018,5,None,Remote,Low,Not required,None,None,Partial,"Integer overflow in coders/icon.c in ImageMagick 6.9.1-3 and later allows remote attackers to cause a denial of service (application crash) via a crafted length value, which triggers a buffer overflow."
514,CVE-2015-8894,,ReadTGAImage,,,,415,,DoS,3/15/2017,3/17/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,Double free vulnerability in coders/tga.c in ImageMagick 7.0.0 and later allows remote attackers to cause a denial of service (application crash) via a crafted tga file.
515,CVE-2014-9915,,,,,,189,,DoS,3/23/2017,3/24/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,Off-by-one error in ImageMagick before 6.6.0-4 allows remote attackers to cause a denial of service (application crash) via a crafted 8BIM profile.
516,CVE-2014-9907,,,,,,20,,DoS,4/19/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/dds.c in ImageMagick allows remote attackers to cause a denial of service via a crafted DDS file.
517,CVE-2014-9854,,RestoreMSCWarning,,,,399,,DoS,3/17/2017,10/30/2018,5,None,Remote,Low,Not required,None,None,Partial,"coders/tiff.c in ImageMagick allows remote attackers to cause a denial of service (application crash) via vectors related to the ""identification of image."""
518,CVE-2014-9853,,,,,,399,,DoS,3/17/2017,10/30/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,Memory leak in coders/rle.c in ImageMagick allows remote attackers to cause a denial of service (memory consumption) via a crafted rle file.
519,CVE-2014-9852,,,,,,913,,,3/17/2017,10/30/2018,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"distribute-cache.c in ImageMagick re-uses objects after they have been destroyed, which allows remote attackers to have unspecified impact via unspecified vectors."
520,CVE-2014-9851,,,,,,20,,DoS,3/20/2017,10/30/2018,5,None,Remote,Low,Not required,None,None,Partial,ImageMagick 6.8.9.9 allows remote attackers to cause a denial of service (application crash).
521,CVE-2014-9850,,,,,,399,,DoS,3/20/2017,10/30/2018,5,None,Remote,Low,Not required,None,None,Partial,Logic error in ImageMagick 6.8.9.9 allows remote attackers to cause a denial of service (resource consumption).
522,CVE-2014-9849,,,,,,400,,DoS,3/20/2017,10/30/2018,5,None,Remote,Low,Not required,None,None,Partial,The png coder in ImageMagick allows remote attackers to cause a denial of service (crash).
523,CVE-2014-9848,,,,,,399,,DoS,3/20/2017,10/30/2018,5,None,Remote,Low,Not required,None,None,Partial,Memory leak in ImageMagick allows remote attackers to cause a denial of service (memory consumption).
524,CVE-2014-9847,,,,,,119,,Overflow,3/20/2017,10/30/2018,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The jng decoder in ImageMagick 6.8.9.9 allows remote attackers to have an unspecified impact.
525,CVE-2014-9846,,,,,,119,,Overflow,3/20/2017,10/30/2018,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Buffer overflow in the ReadRLEImage function in coders/rle.c in ImageMagick 6.8.9.9 allows remote attackers to have unspecified impact.
526,CVE-2014-9845,,,,,,119,,DoS Overflow,3/20/2017,10/30/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadDIBImage function in coders/dib.c in ImageMagick allows remote attackers to cause a denial of service (crash) via a corrupted dib file.
527,CVE-2014-9844,,,,,,125,,DoS,3/20/2017,10/30/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadRLEImage function in coders/rle.c in ImageMagick 6.8.9.9 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted image file.
528,CVE-2014-9843,,,,,,119,,Overflow,3/20/2017,10/30/2018,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The DecodePSDPixels function in coders/psd.c in ImageMagick 6.8.9.9 allows remote attackers to have unspecified impact via unknown vectors.
529,CVE-2014-9842,,,,,,400,,DoS,3/20/2017,10/30/2018,5,None,Remote,Low,Not required,None,None,Partial,Memory leak in the ReadPSDLayers function in coders/psd.c in ImageMagick 6.8.9.9 allows remote attackers to cause a denial of service (memory consumption) via unspecified vectors.
530,CVE-2014-9841,,,,,,388,,,3/20/2017,10/30/2018,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ReadPSDLayers function in coders/psd.c in ImageMagick 6.8.9.9 allows remote attackers to have unspecified impact via unknown vectors, related to ""throwing of exceptions."""
531,CVE-2014-9840,,,,,,119,,DoS Overflow,3/22/2017,3/24/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 6.8.9-9 allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted palm file.
532,CVE-2014-9839,,,,,,119,,DoS Overflow,3/22/2017,3/24/2017,5,None,Remote,Low,Not required,None,None,Partial,magick/colormap-private.h in ImageMagick 6.8.9-9 allows remote attackers to cause a denial of service (out-of-bounds access).
533,CVE-2014-9838,,,,,,,,DoS,3/22/2017,3/24/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,magick/cache.c in ImageMagick 6.8.9-9 allows remote attackers to cause a denial of service (crash).
534,CVE-2014-9837,,,,,,125,,DoS,4/11/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/pnm.c in ImageMagick 6.9.0-1 Beta and earlier allows remote attackers to cause a denial of service (crash) via a crafted png file.
535,CVE-2014-9836,,,,,,119,,DoS Overflow,3/22/2017,3/24/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 6.8.9-9 allows remote attackers to cause a denial of service via a crafted xpm file.
536,CVE-2014-9835,,,,,,119,,Overflow,3/22/2017,3/24/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Heap overflow in ImageMagick 6.8.9-9 via a crafted wpf file.
537,CVE-2014-9834,,,,,,119,,Overflow,3/22/2017,3/24/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Heap overflow in ImageMagick 6.8.9-9 via a crafted pict file.
538,CVE-2014-9833,,,,,,119,,Overflow,3/22/2017,3/24/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Heap overflow in ImageMagick 6.8.9-9 via a crafted psd file.
539,CVE-2014-9832,,,,,,119,,Overflow,3/22/2017,3/24/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Heap overflow in ImageMagick 6.8.9-9 via a crafted pcx file.
540,CVE-2014-9831,,,,,,284,,,8/7/2017,8/8/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,coders/wpg.c in ImageMagick allows remote attackers to have unspecified impact via a corrupted wpg file.
541,CVE-2014-9830,,,,,,284,,,8/7/2017,8/8/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,coders/sun.c in ImageMagick allows remote attackers to have unspecified impact via a corrupted sun file.
542,CVE-2014-9829,,,,,,125,,DoS,4/5/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,coders/sun.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted sun file.
543,CVE-2014-9828,,,,,,284,,,8/7/2017,8/8/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,coders/psd.c in ImageMagick allows remote attackers to have unspecified impact via a crafted psd file.
544,CVE-2014-9827,,,,,,284,,,8/7/2017,8/8/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,coders/xpm.c in ImageMagick allows remote attackers to have unspecified impact via a crafted xpm file.
545,CVE-2014-9826,,,,,,388,,,3/30/2017,4/4/2017,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick allows remote attackers to have unspecified impact via vectors related to error handling in sun files.
546,CVE-2014-9825,,,,,,119,,Overflow,3/30/2017,4/10/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in ImageMagick allows remote attackers to have unspecified impact via a crafted psd file, a different vulnerability than CVE-2014-9824."
547,CVE-2014-9824,,,,,,119,,Overflow,3/30/2017,4/6/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in ImageMagick allows remote attackers to have unspecified impact via a crafted psd file, a different vulnerability than CVE-2014-9825."
548,CVE-2014-9823,,,,,,119,,Overflow,3/30/2017,4/6/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in ImageMagick allows remote attackers to have unspecified impact via a crafted palm file, a different vulnerability than CVE-2014-9819."
549,CVE-2014-9822,,,,,,119,,Overflow,3/30/2017,4/4/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Heap-based buffer overflow in ImageMagick allows remote attackers to have unspecified impact via a crafted quantum file.
550,CVE-2014-9821,,,,,,119,,Overflow,3/30/2017,4/4/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Heap-based buffer overflow in ImageMagick allows remote attackers to have unspecified impact via a crafted xpm file.
551,CVE-2014-9820,,,,,,119,,Overflow,3/30/2017,4/4/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Heap-based buffer overflow in ImageMagick allows remote attackers to have unspecified impact via a crafted pnm file.
552,CVE-2014-9819,,,,,,119,,Overflow,3/30/2017,4/4/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in ImageMagick allows remote attackers to have unspecified impact via a crafted palm file, a different vulnerability than CVE-2014-9823."
553,CVE-2014-9818,,,,,,125,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (out-of-bounds access) via a malformed sun file.
554,CVE-2014-9817,,,,,,119,,Overflow,3/30/2017,4/4/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Heap-based buffer overflow in ImageMagick allows remote attackers to have unspecified impact via a crafted pdb file.
